"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2018","2004598.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2017","2071977.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2016","1897019.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2015","1740277.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2014","1585865.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2013","1436631.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2012","1303270.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2011","1218425.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2010","1142372.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2009","1078984.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2008","1013508.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2007","968055.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2006","931892.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2005","882830.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2004","845496.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2003","812870.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2002","765302.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2001","730311.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","2000","732580.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1999","735065.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1998","721231.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1997","708191.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1996","695189.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1995","680121.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1994","658466.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1993","614642.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1992","552588.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1991","513459.000"
"Labor force, female","SL.TLF.TOTL.FE.IN","Afghanistan","AFG","1990","508185.000"
"Women who do not own a house (% of women age 15-49): Q1 (lowest)","SG.OWN.HSNO.FE.Q1.ZS","Afghanistan","AFG","2015","71.600"
"Borrowed any money from a formal financial institution or using a mobile money account (% age 15+)","fin22a.c.MM.d","Afghanistan","AFG","2021","2.050"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2016","7.600"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2015","7.300"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2014","7.000"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2013","6.600"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2012","6.300"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2011","6.000"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2010","5.700"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2009","5.400"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2008","5.200"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2007","4.900"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2006","4.700"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2005","4.400"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2004","4.200"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2003","4.000"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2002","3.800"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2001","3.600"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","2000","3.400"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1999","3.200"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1998","3.000"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1997","2.900"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1996","2.700"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1995","2.600"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1994","2.400"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1993","2.300"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1992","2.200"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1991","2.100"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1990","1.900"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1989","1.800"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1988","1.700"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1987","1.600"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1986","1.500"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1985","1.500"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1984","1.400"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1983","1.300"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1982","1.200"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1981","1.100"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1980","1.100"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1979","1.000"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1978","0.900"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1977","0.900"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1976","0.800"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Afghanistan","AFG","1975","0.800"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","2021","76.963"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","2020","66.842"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","2017","73.164"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","2014","77.077"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","2012","77.047"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","2008","82.036"
"Labor force participation rate, male (% of male population ages 15+) (national estimate)","SL.TLF.CACT.MA.NE.ZS","Afghanistan","AFG","1979","96.780"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2022","64145.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2021","64996.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2020","65340.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2019","66092.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2018","66824.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2017","67644.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2016","69144.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2015","70068.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2014","70288.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2013","70906.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2012","70669.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2011","70993.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2010","72704.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2009","73614.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2008","77273.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2007","81928.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2006","82960.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2005","84519.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2004","86200.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2003","84428.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2002","83155.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2001","86376.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","2000","88965.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1999","88883.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1998","88695.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1997","88502.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1996","87819.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1995","85242.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1994","79482.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1993","70280.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1992","64072.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1991","65278.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1990","66820.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1989","66759.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1988","68121.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1987","70808.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1986","73085.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1985","72876.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1984","72468.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1983","75412.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1982","85581.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1981","98947.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1980","106135.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1979","108781.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1978","109411.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1977","109695.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1976","109686.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1975","109513.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1974","108915.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1973","108181.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1972","107535.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1971","106894.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1970","106129.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1969","105410.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1968","104590.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1967","103710.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1966","102809.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1965","101941.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1964","101258.000"
"Number of infant deaths","SH.DTH.IMRT","Afghanistan","AFG","1963","100471.000"
"Cause of death, by injury, ages 0-4 (% of population ages 0-4)","SH.DTH.INJR.0004.ZS","Afghanistan","AFG","2019","12.040"
"Cause of death, by injury, ages 0-4 (% of population ages 0-4)","SH.DTH.INJR.0004.ZS","Afghanistan","AFG","2015","6.504"
"Cause of death, by injury, ages 0-4 (% of population ages 0-4)","SH.DTH.INJR.0004.ZS","Afghanistan","AFG","2010","5.821"
"Cause of death, by injury, ages 0-4 (% of population ages 0-4)","SH.DTH.INJR.0004.ZS","Afghanistan","AFG","2000","3.999"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2023","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2022","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2021","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2020","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2019","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2018","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2017","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2016","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2015","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2014","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2013","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2012","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2011","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2010","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2009","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2008","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2007","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2006","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2005","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2004","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2003","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2002","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2001","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","2000","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1999","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1998","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1997","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1996","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1995","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1994","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1993","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1992","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1991","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1990","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1989","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1988","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1987","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1986","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1985","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1984","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1983","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1982","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1981","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1980","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1979","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1978","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1977","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1976","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1975","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1974","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1973","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1972","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1971","1.000"
"A woman can sign a contract in the same way as a man (1=yes; 0=no)","SG.CNT.SIGN.EQ","Afghanistan","AFG","1970","1.000"
"Men who own a house both alone and jointly (% of men)","SG.OWN.HSAJ.MA.ZS","Afghanistan","AFG","2015","2.200"
"Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","Afghanistan","AFG","2021","63.609"
"Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","Afghanistan","AFG","2020","57.754"
"Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","Afghanistan","AFG","2017","64.677"
"Labor force with advanced education (% of total working-age population with advanced education)","SL.TLF.ADVN.ZS","Afghanistan","AFG","2014","84.292"
"Worried about not being able to pay school fees or fees for education: somewhat worried, male (% age 15+)","fin44d2.d.2","Afghanistan","AFG","2021","43.830"
"Worried about not being able to pay school fees or fees for education: somewhat worried, female (% age 15+)","fin44d2.d.1","Afghanistan","AFG","2021","34.890"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2023","550863.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2022","534520.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2021","522537.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2020","506401.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2019","486487.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2018","467901.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2017","450560.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2016","434589.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2015","420702.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2014","405236.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2013","388541.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2012","373538.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2011","357168.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2010","342932.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2009","331796.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2008","318915.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2007","311229.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2006","304797.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2005","291671.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2004","282104.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2003","275648.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2002","264211.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2001","256411.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","2000","260997.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1999","262692.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1998","254308.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1997","243974.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1996","233204.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1995","222679.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1994","211464.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1993","194877.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1992","174355.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1991","162220.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1990","161157.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1989","160204.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1988","156545.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1987","155220.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1986","155936.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1985","156430.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1984","153518.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1983","150057.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1982","151401.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1981","164955.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1980","182688.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1979","190147.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1978","190211.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1977","187139.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1976","183906.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1975","180546.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1974","176883.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1973","173106.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1972","169398.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1971","165925.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1970","162542.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1969","159204.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1968","156019.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1967","152931.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1966","149963.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1965","147088.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1964","144304.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1963","141662.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1962","139131.000"
"Population ages 50-54, female","SP.POP.5054.FE","Afghanistan","AFG","1961","136718.000"
